"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","APC-Cy7-A","AmCyan-A","FITC-A","PE-A","PE-Cy7-A","Pacific Blue-A","PerCP-Cy5-5-A","Time"
58053.6,34750,109485,24147.2,17450,90688.4,524.32,156.02,2671.5,8917.74,3007.68,2505.36,894,3740.1,122.3
106280,54202,128504,36900.2,26142,92506.1,954.1,309.72,3381.75,24481.9,5233.8,11119.7,756,11525.3,123.6
158964,88847,117256,26916.2,19579,90095.6,614.22,345.1,4103.25,40476.5,7951.32,28261.7,779.25,4500.6,124
69622.5,50263,90778.1,27637,18291,99022.2,859.56,232.58,3339.75,33298.2,5861.7,16429.9,543,6310.2,124.1
93874,55144,111565,28073.8,20220,90991.2,1429.7,255.78,1601.25,2804.1,1597.44,8223.54,537,14265.4,124.4
136453,77049,116063,49182.1,28893,111556,731.96,341.62,4769.25,41872,8232.12,23551.3,915,6126.12,124.4
140630,79142,116453,26930.3,19270,91588.1,430.94,214.02,3950.25,43064.6,7304.7,4434.3,690.75,5129.28,124.6
133091,79550,109645,33498.7,23678,92717.6,623.5,206.48,3520.5,22859.5,5684.64,12671.9,942.75,3867.24,125.3
159089,99259,105039,22959.3,17483,86064.2,411.8,124.12,2204.25,17792.6,3890.64,8360.04,513,1794.78,126.9
103626,63247,107376,11937.9,7615,102740,4507.18,797.5,1271.25,9996.48,1847.04,16353.5,1227.75,47670.5,127.8
96995.9,55802,113916,27876.4,20286,90057.6,471.54,193.72,5805.75,85615.9,12750.7,12712.4,692.25,3198.78,127.8
79345.8,48011,108309,20992.1,15867,86704.5,756.32,199.52,4122.75,35885.5,6224.4,14548.6,537.75,3734.64,127.9
76344.3,36594,136725,40087.3,25826,101725,1643.14,404.84,2745.75,12146.9,3928.08,23627,735,16475.2,128.7
117886,67199,114969,30098.6,22251,88649.7,401.94,288.84,3549.75,31134.5,6484.92,18063.2,754.5,2235.48,129.7
107824,65247,108301,19424.3,14735,86392.5,1162.32,164.72,2041.5,16129.6,3084.9,7386.6,442.5,9742.2,130.6
124467,71924,113413,21889.9,16852,85128,433.84,67.28,3466.5,46424,7213.44,4778.28,370.5,1868.88,130.9
102938,58082,116148,31595.5,20838,99368.5,1351.98,363.08,2835.75,26038.7,5015.4,16680.3,523.5,11491,131.8
103713,58276,116633,35794.2,23380,100334,519.1,405.42,3276,14094.6,4870.32,23857.1,940.5,3687.06,132.1
42291.2,25501,108686,21509.3,17725,79527.9,718.04,378.74,2160.75,22373.5,4611.36,24467,385.5,8191.56,132.6
174985,97347,117804,30247.6,22195,89313.3,710.5,439.06,3393.75,19499.2,5613.66,33905,709.5,9256.26,132.7
184799,101006,119904,39237.9,27214,94491.6,7301.04,255.2,5620.5,62105.9,10803.8,3843.06,927,6051.24,132.9
102804,60603,111173,24100.4,18527,85251.1,589.86,122.96,2412,24818.8,4359.42,7283.64,403.5,3964.74,132.9
53136.6,31615,110149,34482.2,22939,98514.7,1596.74,304.5,1787.25,5864.82,2122.38,13625.8,529.5,13417.6,133
109369,63695,112530,23047.4,18363,82254.4,284.78,116,2601,27754,4779.84,7521.54,492.75,4349.28,133.2
156454,88411,115974,35072.7,23663,97135.8,910.6,69.02,5261.25,54973.6,9696.18,5031,900,7495.8,133.6
95852.8,54943,114333,22492.1,16543,89103.6,702.38,253.46,2686.5,25778.2,5119.92,14074.3,501,5881.98,133.8
150953,90610,109181,29852.2,21778,89833.4,349.16,132.24,3052.5,23673.8,4871.1,9537.84,717,3141.06,134.2
109666,61666,116548,26665.1,19798,88267.6,918.14,312.62,4461.75,60242.5,9734.4,18078.8,513,10066.7,134.5
136218,72107,123804,37500.8,24251,101342,538.82,117.74,6012.75,59994.5,11068.2,15217.8,1228.5,3807.96,134.6
96666.1,55338,114480,42999.1,25646,109880,507.5,136.3,2336.25,7059.78,2687.1,7823.4,713.25,1947.66,135.2
68779.3,50518,89226,26603.5,17874,97543,1617.62,274.34,1979.25,4186.26,2101.32,11162.6,605.25,13503.4,135.4
107812,76990,91772.5,16244.3,13502,78846.5,174.58,151.38,2219.25,25737.7,4460.82,6154.98,352.5,1170,135.4
81076.4,43835,121214,31741.3,23023,90353.1,882.76,187.34,3864.75,18608.5,5337.54,6652.62,1035.75,6034.86,135.7
143245,92366,101636,23910.9,17850,87788.5,370.04,118.9,2200.5,21104.5,3967.08,9423.18,443.25,3820.44,135.9
89964,50600,116519,23584.9,17820,86737.2,356.7,120.64,2424.75,18456.4,4105.14,6060.6,597.75,1765.92,135.9
86147.2,45046,125333,25110.5,17218,95577,295.22,240.12,2709.75,27984.1,5350.02,16805.1,492,1789.32,136.1
108253,62955,112691,29699.3,21471,90651.2,967.44,280.72,2952,23428.9,5265,21798.7,651,7517.64,136.1
97941.1,52765,121646,23609.8,17165,90142.3,219.24,102.66,2125.5,18434.5,3646.5,6158.88,487.5,1408.68,136.1
78775.3,53243,96963.3,16645.2,13515,80714.8,459.94,146.16,1350.75,9615.84,2218.32,8083.92,287.25,4166.76,136.5
98551.7,55143,117126,26177.6,18883,90852.8,1242.36,353.22,3366.75,29271.8,6146.4,21947.6,653.25,10241.4,136.9
110641,55807,129929,33369.2,22539,97026.6,379.32,262.74,7151.25,104123,16213.1,17075.8,758.25,2884.44,137
84564.8,57159,96958.3,19015.6,14295,87177.9,267.38,132.82,1563.75,10756.2,2448.42,7879.56,331.5,1164.54,137.2
106363,58755,118638,26476.3,19507,88950.2,904.8,274.34,2570.25,20168.5,4339.14,7875.66,596.25,9430.98,137.4
117314,62582,122852,39056.9,27954,91566,1920.96,348,4899.75,47918.5,8430.24,10052.6,876.75,17220.1,137.6
73291.8,43526,110354,23753.3,17270,90138.9,740.08,169.94,1796.25,14142.2,3134.04,11812.3,393,5850.78,137.7
56848,32347,115176,20117,15295,86197.2,984.26,156.02,1548,11293.6,2502.24,8909.16,305.25,7187.7,137.8
90614.8,56750,104644,17406.5,13578,84014.7,434.42,80.62,1479.75,9955.14,2503.8,5324.28,384,1010.88,138.2
82641.1,50195,107899,21043.6,15671,88004.3,532.44,131.66,2961,21675.4,4749.42,8527.74,727.5,2409.42,138.3
70664.2,39614,116904,26954.5,18250,96793.8,595.08,325.38,4185.75,52708.5,8684.52,19441.5,551.25,6017.7,138.5
95923.5,53732,116996,29031.6,20336,93559,1280.64,247.66,3471.75,18652.1,4546.62,8370.18,939.75,9865.44,138.8
69921.7,37923,120834,30484,20307,98379.7,787.64,214.02,3007.5,19300.3,4306.38,11501.9,647.25,9597.9,139.3
101884,70598,94579.1,23354,17074,89640.8,800.4,183.28,3239.25,42554.5,7154.94,13405.1,375,7183.8,140
72033.8,45274,104272,20840.8,15310,89211.2,569.56,161.82,1477.5,9505.08,2191.02,10754.6,332.25,5577,140.1
106476,50103,139273,51542.4,29655,113906,418.18,186.18,4672.5,36885.4,7683,19922.8,1020.75,3251.82,141.2
78320.4,50750,101139,13705.4,11166,80440.3,305.08,93.38,2108.25,26855.4,4541.16,4895.28,282,2873.52,141.5
187752,112330,109539,28236,20494,90293.5,1658.22,475.6,6666.75,88217.2,14955.7,30387.2,753,17116.3,141.6
53997.4,30830,114784,22582.6,17002,87046.9,190.24,102.66,2268,22751.8,4002.18,5403.06,418.5,1177.02,141.8
148500,80179,121379,30926.2,22643,89510.3,469.22,37.12,2676,19552.3,4080.96,2408.64,578.25,1847.82,142
93668.6,63810,96202.3,16810.6,13254,83121.8,206.48,96.28,1474.5,11040.1,2466.36,7443.54,345,1057.68,142.7
87693.5,63200,90934.8,13497.9,11220,78841.2,397.3,41.76,2064.75,20251.1,3541.2,5844.54,393,1676.22,142.7
145046,74883,126941,27130.7,19075,93213.1,939.6,300.44,4427.25,48353,8594.04,10909.1,722.25,9294.48,144
76695.2,43448,115685,22988.2,17384,86663.1,222.14,140.94,2002.5,17503.2,3235.44,3111.42,403.5,3864.12,144.7
112623,64802,113899,25432.7,18854,88403.3,186.76,157.76,1930.5,10070.6,2756.52,8830.38,589.5,2236.26,144.9
59737.3,37855,103420,10096.3,8491,77926.3,429.2,88.16,1143.75,13521.3,2284.62,4591.08,154.5,3274.44,145
59823,36678,106891,16214.6,12738,83423,190.24,89.9,1347,8806.98,2090.4,6308.64,272.25,3397.68,145.1
80491.6,39585,133260,38471.9,25077,100542,1029.5,325.96,3119.25,28120.6,5653.44,25153.4,588.75,10606.4,145.1
72672.3,39527,120491,27641.6,19187,94414.1,347.42,95.12,2654.25,28067.5,4939.74,6604.26,503.25,1395.42,145.2
143256,74337,126296,44710.4,30117,97291.9,617.12,238.96,5211,47495,9076.08,11572.9,1030.5,3643.38,145.4
100838,51736,127735,31675.8,23208,89447.8,395.56,214.6,5457.75,62645.7,10911.4,13877.8,702.75,2927.34,145.5
71072.2,45526,102311,16463.5,12598,85644.5,464.58,92.8,1908.75,18144.4,3390.66,5623.02,366.75,4616.04,146.4
84617.8,55441,100026,16511.8,12881,84008.9,631.62,154.28,1238.25,5231.46,1551.42,6447.48,400.5,7596.42,146.5
124620,81495,100216,18748.9,14359,85571.8,6427.56,882.18,1936.5,3638.7,1666.08,21936.7,4527,71742.1,146.6
137862,73231,123376,31576.7,22107,93609,557.96,138.62,2880,26676,5094.96,8221.2,528.75,4658.16,146.7
109027,68589,104174,25045.8,19005,86366.8,1318.34,258.68,1555.5,11735.9,2570.88,11665.7,348.75,14796.6,147.1
183236,99325,120901,45135.5,29405,100595,792.86,141.52,4694.25,45863.2,8677.5,8658.78,933.75,2946.06,147.3
142842,86752,107909,24843,18404,88465.1,1161.16,324.8,3410.25,33210.8,6403.02,16423.7,643.5,10689.9,147.4
104135,54664,124846,33841.9,22204,99885.6,2216.18,396.14,4774.5,42173,8288.28,19628.7,1004.25,21038.2,148
53314,30054,116257,19706.7,14166,91168.9,359.02,62.64,1880.25,17603.8,3119.22,6224.4,365.25,3383.64,148.3
79883.7,53378,98078.9,28646.3,18338,102376,1223.8,256.94,2523.75,20129.5,4295.46,11385.7,568.5,11738.2,148.7
115549,71822,105436,20370.5,15646,85325.3,252.88,93.38,1939.5,5393.7,2020.2,4050.54,648.75,2006.16,148.9
95928.3,59169,106251,16678.7,11937,91568.9,8985.36,1593.84,1716,4261.92,1441.44,28049.6,3448.5,109415,149
103395,48486,139753,33767.8,20386,108555,2297.96,527.22,4008,27705.6,6304.74,22645.7,867,22933.6,149
180203,96800,122002,26530.1,19524,89053.4,1557.88,305.66,3943.5,44620.7,7502.04,12421.5,506.25,12734.3,149.7
41819.3,22822,120089,22039.7,16338,88406.9,535.92,80.62,2900.25,21827.5,4412.46,8292.96,568.5,1789.32,150
140485,77251,119181,26162,19427,88256.1,544.62,162.4,6395.25,93045.4,14344.2,6045,609.75,6732.96,150.6
121169,70817,112133,31688.3,23985,86584.2,1316.6,275.5,2423.25,12985.4,3823.56,17658.4,624.75,11390.3,151.1
53032.5,37416,92889.1,13391.8,11304,77640.3,211.7,40.02,1400.25,16093.7,2592.72,3167.58,220.5,662.22,151.2
113414,62332,119244,38383.8,26376,95371.6,634.52,241.86,3333.75,27690.8,5867.94,16369.9,762,5593.38,151.5
80201.9,50912,103239,20347.9,15520,85922.5,209.96,81.2,2109.75,10267.9,2917.98,9969.96,653.25,1696.5,151.5
68314.8,43839,102126,18164.6,13531,87978.5,484.3,59.16,1824.75,19435.3,3593.46,12812.3,279.75,4591.08,151.6
52752.4,33682,102642,14403.5,10866,86871.6,675.7,217.5,2364,12720.2,3244.02,7163.52,575.25,6206.46,152.8
99465,65526,99480.1,23694.1,17222,90164.6,426.88,142.1,1724.25,9838.92,2444.52,7417.02,444.75,3795.48,152.9
46961.5,28704,107221,17322.2,14132,80330.5,343.36,61.48,1061.25,4663.62,1704.3,6179.94,273.75,829.92,153
110614,71087,101977,16964.2,13375,83122.8,619.44,122.38,3622.5,46577.7,7585.5,5389.02,473.25,4699.5,153.1
84474.4,50185,110314,30752.3,21961,91770.9,280.72,118.32,2971.5,31281.9,5449.08,3504.54,565.5,2098.2,153.4
77420,39492,128477,25430.3,17184,96985.7,936.7,167.04,2345.25,15546.2,3845.4,9068.28,657.75,7389.72,153.6
98166.8,52006,123706,30242.9,20278,97741.5,634.52,98.02,3834,43141.8,7460.7,9341.28,633,4339.14,153.7
165225,88675,122111,35622.6,25287,92322.6,1379.24,234.9,6568.5,86873.3,14082.1,10945,778.5,10825.6,154.1
94754.6,44998,138003,39295.6,24354,105744,1698.24,299.86,4580.25,49410.7,8404.5,14253.7,753.75,13373.9,154.2
142168,71370,130547,44440.5,24974,116619,3457.96,672.22,4323.75,39373.6,7817.94,26293.8,803.25,40045.2,154.3
138803,70502,129026,50402.8,30882,106962,2762.54,451.82,8429.25,105635,17143.6,12885.6,1168.5,27016.1,155.3
140538,71176,129402,41566.2,25720,105913,2619.86,798.08,4193.25,34674.1,7597.98,31295.2,853.5,33965.9,155.4
64901.2,40522,104964,18858.8,13214,93532.1,916.98,263.32,2238.75,20715.2,4087.98,10955.1,457.5,7317.18,155.7
141719,79911,116226,26112.1,18727,91380.4,366.56,135.14,3596.25,45570.7,7587.06,7427.16,519.75,1584.18,156
73724.2,36774,131386,35530.6,22086,105430,931.48,194.88,3221.25,24623,4992.78,10342.8,672,8200.92,157.5
109859,52978,135900,38954.8,24662,103517,2517.2,656.56,4986,60184.8,11031.5,41395.4,740.25,26077,158.2
113785,64798,115081,21586.5,16606,85191.7,538.24,120.64,3066,32583.7,5770.44,7787.52,534.75,3383.64,159.8
65384.7,38005,112750,28316.3,20453,90731.9,214.6,183.86,2058,5438.94,1984.32,6052.02,605.25,1688.7,159.8
129079,77395,109301,26368.7,19507,88588.6,266.22,33.06,3600,41488.2,7215,6289.92,487.5,2018.64,159.9
92950.6,57409,106109,23535.7,18373,83951.3,200.1,70.76,1817.25,14246.7,2886.78,5190.9,407.25,1526.46,160.5
71803.2,38774,121362,31724.9,20098,103449,339.88,284.2,3984,48694.6,8101.86,21802.6,480.75,4212.78,160.9
73720.8,41163,117372,27434.2,19999,89900.7,785.9,176.9,3360.75,24401.5,5114.46,2903.16,722.25,2549.04,161.8
150222,87719,112232,27133.9,19911,89309.7,893.78,198.36,3237.75,34947.9,6254.82,8568.3,609.75,6122.22,163.6
121789,68318,116830,39586.6,27578,94073,725.58,160.66,3860.25,28719.6,5944.38,7415.46,825,5534.88,163.7
98809.4,59244,109303,14044.7,11292,81511.9,313.2,187.34,2982.75,36455.6,5853.9,5923.32,415.5,3122.34,164.6
126725,63368,131061,34925.3,22716,100760,359.6,201.26,4505.25,45667.4,8354.58,19674.7,806.25,3335.28,165.4
66397.9,45731,95153.3,12452.7,10435,78208,176.32,151.38,1170.75,7732.14,1870.44,3651.18,281.25,1170,165.5
177475,98733,117803,46496.6,29769,102362,488.94,375.84,6684,72919.9,13618.8,45385.9,1116.75,3861,166.9
79589.2,46554,112041,32958.1,21610,99951.1,582.32,98.6,2145.75,8821.02,2661.36,8336.64,622.5,2006.16,167.3
81142.4,40430,131530,44233,27370,105914,1240.04,191.98,3732,20750.3,5011.5,10155.6,959.25,6431.1,167.5
71809.4,39666,118643,25908.5,18694,90828,175.74,151.96,1970.25,16231.8,3403.14,15096.1,397.5,1180.14,167.6
137759,80399,112292,25717.4,19659,85732.4,497.06,95.7,3309.75,34284.9,5703.36,4234.62,660,3456.18,168.1
118591,63601,122199,34782.5,24353,93602.8,616.54,139.78,2893.5,20157.5,4155.06,10685.2,652.5,6045.78,168.4
153254,92696,108350,23698,17951,86517.2,1055.6,142.1,3631.5,26014.6,5772,8044.14,803.25,9411.48,168.8
110684,58286,124452,30562,21290,94077.4,1759.72,255.78,3050.25,26610.5,5197.14,9183.72,589.5,19205.9,169.6
122951,70899,113651,23954.6,17591,89243.8,374.1,119.48,2461.5,14795.8,3524.04,6405.36,633.75,4132.44,169.6
120455,71091,111043,28507.4,20819,89738.4,817.22,180.38,2460,17768.4,4032.6,10742.2,554.25,7761.78,169.7
124003,80235,101286,19681,15615,82600.8,864.78,186.18,2420.25,4356.3,2974.92,4778.28,732.75,3644.94,170
141535,76806,120767,34125,24322,91950.3,270.86,35.38,1908,10569.8,2570.88,5236.14,471.75,1251.12,170.3
151996,80309,124036,34233.4,23233,96566.1,232,132.82,2992.5,20574.1,4541.94,8187.66,637.5,2239.38,170.5
105775,53170,130375,41643.4,27090,100744,2036.38,426.88,5418,67934.1,11596.3,27677.5,694.5,14669.5,171.5
91451.8,52526,114103,33177.3,20842,104323,1534.1,280.14,3984,31962.1,6492.72,14406.6,832.5,12195.3,171.9
53339.9,27566,126811,29860.7,19598,99854.8,269.12,183.86,2176.5,17292.6,3668.34,8753.94,494.25,1297.14,172.3
87910.4,58574,98359.3,14501,11662,81490,194.3,158.92,1296,10044.8,2145,8388.12,262.5,1947.66,172.3
108256,64492,110008,24136.3,18655,84792.2,799.24,179.8,2816.25,24980.3,4665.18,4467.06,587.25,7775.04,172.8
112015,57646,127347,37644.4,24366,101250,1426.22,464,6276,76213,12710.1,19421.2,846,16146.8,173.1
144300,75898,124599,47243,29518,104889,778.36,198.94,4554,29816.3,6750.9,11560.4,1149.75,3696.42,174
117628,69853,110358,18515.6,14057,86322.9,766.18,299.86,2577,28236,4722.12,9945.78,484.5,6715.02,174.7
98615,60343,107102,31230.4,21939,93291.3,1135.64,373.52,2665.5,18212.2,4435.86,23342.3,578.25,7210.32,175.5
112469,65162,113115,22577.9,16234,91146,318.42,336.4,2373,18940.7,4356.3,22650.4,571.5,1881.36,175.7
98802,55586,116488,25195.6,16630,99291.4,415.28,169.36,2260.5,18643.6,3992.82,9358.44,494.25,4878.9,176.3
125258,74256,110549,23716.7,18336,84767.5,581.74,146.74,2708.25,23658.2,4867.98,10186.8,545.25,5565.3,176.6
93123.3,56521,107976,24520.1,18121,88678.8,187.34,154.86,2583,19650.5,3985.02,5099.64,619.5,2121.6,176.8
110771,64532,112495,28229.8,20484,90317.6,459.36,156.02,2739,22573.2,4880.46,14391.8,668.25,4990.44,176.9
65700.2,32701,131670,25414.7,16281,102302,1151.3,323.64,3018.75,11926.2,4176.12,24193.3,911.25,7917,176.9
91050,62734,95116.7,14895.7,12302,79353.1,282.46,75.4,1532.25,17497,2898.48,5195.58,244.5,2550.6,177.1
121492,67907,117250,25923.3,18307,92801.1,226.2,267.38,4059.75,42027.2,7772.7,13447.2,767.25,2691,177.6
128723,70565,119550,24853.1,18149,89744.6,715.14,243.02,4087.5,50129,8745.36,12565.8,588,5702.58,178
82688.7,49283,109959,15086,11783,83906.9,432.1,99.18,1434.75,14615.6,2967.12,4057.56,289.5,2818.92,178.5
77105.9,48007,105260,30184.4,19127,103423,380.48,97.44,2145,9991.02,2915.64,9369.36,558,3196.44,178.9
62020.1,37538,108278,22699.6,17558,84727.1,1018.48,171.1,2798.25,31314.7,5083.26,4711.98,476.25,7988.76,179.6
111187,65210,111743,31565.8,22234,93042.1,976.14,288.26,4377.75,37217.7,7442.76,8739.12,887.25,9759.36,180.3
121803,67351,118521,28665.8,21367,87922.5,252.3,175.74,3222,28616.6,5818.8,5541.9,678.75,1810.38,180.4
64181.1,33240,126540,30507.4,19500,102530,1080.54,270.86,3739.5,22548.2,5148,14071.2,964.5,7388.94,180.5
110141,55019,131195,47923.2,27067,116034,645.54,237.8,3217.5,17167,4360.2,11824.8,928.5,2477.28,180.8
92533.7,54298,111685,39941.5,22606,115792,452.4,180.38,4159.5,36462.7,6926.4,9610.38,804,3210.48,181.1
150043,89824,109472,23294.7,18180,83973.7,984.26,176.9,5427,74449.4,11718.7,9607.26,610.5,8388.12,181.1
79098.3,48277,107376,29377.1,19237,100081,574.78,147.32,3381,37598.3,6127.68,9684.48,494.25,7305.48,181.1
132921,66193,131602,38415,24213,103976,372.94,229.68,4064.25,33983.8,6921.72,15401.1,851.25,2804.88,181.3
132843,79527,109473,26780.5,19559,89733,372.36,35.96,2971.5,25970.9,4905.42,9342.06,536.25,1870.44,181.5
147724,82555,117270,54249,32235,110292,1475.52,319,4917.75,52731.1,9626.76,24200.3,798,15023.6,181.7
99650.6,55739,117166,40301,25503,103563,382.22,208.22,4551.75,44687,8133.84,13625.8,797.25,3669.9,181.9
44162.6,20647,140177,31649.3,20195,102707,443.12,167.62,3261.75,25168.3,4673.76,6044.22,657.75,4675.32,181.9
57747,40462,93532.3,10664.2,8974,77879,2411.64,285.94,923.25,3132.48,905.58,7266.48,2026.5,28056.6,182.3
93778.1,47758,128687,37459.5,24846,98806.5,123.54,89.32,3196.5,29590.9,5619.12,12420.7,705,2310.36,182.4
90146.2,49468,119427,15450.2,12060,83959.1,470.96,49.88,2925.75,39331.5,6267.3,5279.82,408,4643.34,184.2
98595.9,62509,103370,15398,12265,82276.6,160.08,122.96,1937.25,18082.7,3488.16,11605.6,397.5,1153.62,184.6
125140,62143,131972,36158.5,24031,98609.3,2210.38,370.04,3518.25,29464.5,5749.38,13161.7,720.75,21393.8,185.1
150275,90622,108676,38293.3,26938,93161.8,342.78,38.86,2229,6468.54,2383.68,4040.4,692.25,2029.56,185.1
86769.4,44784,126977,50522.2,31652,104607,676.86,151.96,6161.25,63858.6,11464.4,13766.2,1061.25,3354.78,185.2
119035,67179,116124,37860.4,25227,98355.8,1194.8,292.32,5943,63948.3,11299.9,17331.6,881.25,8448.18,185.2
120546,67304,117379,44182.3,29180,99230,789.96,121.22,4746.75,45847.6,8432.58,10104.9,938.25,5880.42,185.3
100419,61964,106208,24412.4,18972,84329.2,241.28,168.78,2908.5,29108,5146.44,7706.4,469.5,1825.98,186
66510.1,31566,138086,43851.6,24878,115518,818.96,176.9,3525,12345.1,4539.6,9463.74,1083,3641.82,186.1
66060,35983,120315,24630.1,17515,92158.5,407.16,161.24,1816.5,15639,3563.04,15325.4,402.75,4924.14,186.3
89671.6,47307,124225,35994.7,24031,98162.6,282.46,116,2834.25,16063.3,3897.66,10144.7,699,1950,186.3
110181,63511,113694,39732.4,25907,100510,684.4,187.34,3939.75,28679.8,6045,13694.5,924.75,3204.24,186.7
116719,59592,128361,45655,25848,115755,1951.7,678.6,6856.5,75267.7,13142.2,36360.5,963,18637.3,187.4
179194,95773,122619,47236.8,32617,94911,1792.78,365.98,4110,32561.1,6509.88,10796,897.75,15214.7,187.6
97255,58180,109551,31711.7,21908,94862.9,285.94,189.08,2599.5,17640.5,4169.1,8297.64,597,2111.46,187.7
99669,55651,117373,26403.8,18759,92243.6,615.96,225.62,2056.5,12728,3355.56,13816.1,513,4917.12,187.8
71641.4,42447,110611,31632.9,21099,98255.5,798.66,183.86,2562.75,14663.2,3532.62,16385.5,609,8129.94,188
148938,76469,127644,35330.1,23329,99249.6,189.66,218.66,3606,27348.4,5796.96,12819.3,800.25,2201.94,188.2
98147.8,50071,128462,31576.7,19623,105459,657.14,258.68,3054,23757.2,4878.9,14173.4,595.5,4984.98,188.4
68473.3,35279,127199,38493.8,25163,100255,756.32,269.12,3035.25,14084.5,3607.5,13806.8,729.75,6804.72,188.8
93481,48656,125912,29859.2,20692,94570.4,591.6,214.02,3143.25,12049.4,3843.84,14132,913.5,2921.88,189.6
122511,69989,114716,30838.1,21537,93838.7,2012.6,339.3,3056.25,25297.7,5074.68,11123.6,597.75,18938.4,189.9
76835.2,54539,92328,13143.8,10975,78486.6,686.72,216.34,1410,13877,2368.08,7196.28,255.75,10050.3,190.8
82937.6,48639,111750,20304.2,15499,85854.2,1494.66,312.04,2489.25,18961,4226.04,16360.5,573.75,14543.1,191.2
58089.7,38682,98417,17210.7,12382,91093.6,469.22,125.28,1491,11827.9,2379,4839.12,417.75,5924.88,191.5
188514,110625,111679,35327,24117,95998.2,377.58,227.36,2712.75,16126.5,3865.68,14201.5,738,1841.58,191.7
103130,60258,112163,21537.4,16082,87767.2,319,158.34,2139,19499.2,3719.82,9040.98,427.5,1061.58,192.8
80135.3,60107,87373.3,17871.4,15307,76515.1,142.1,70.18,1087.5,2754.18,1320.54,4317.3,319.5,976.56,193.2
97822.8,60142,106596,15515,12014,84633.7,399.62,86.42,1973.25,19011.7,3513.12,2681.64,402,3674.58,193.3
132514,78347,110846,26225.2,19007,90424.2,935.54,180.38,3572.25,41354.8,6785.22,6733.74,568.5,6101.94,193.4
61561.1,26715,151019,45323.5,27019,109934,625.24,322.48,4898.25,38854.9,8226.66,17278.6,1006.5,4414.02,194.3
56146.2,31490,116850,24371.1,17990,88781.8,870,244.18,2382.75,17490.7,3811.08,12381.7,537.75,8980.92,194.7
57702.8,33353,113381,22892.2,16397,91496.3,328.86,74.82,3340.5,9447.36,2629.38,6501.3,667.5,1605.24,194.8
103172,51886,130315,35648.3,24462,95505.3,1702.3,357.86,2577.75,13691.3,3383.64,14353.6,635.25,16746.6,195.3
77024.3,42582,118545,31575.2,21202,97599.8,1553.82,224.46,2009.25,11319.4,2874.3,10935.6,553.5,10629.1,195.7
70997.4,32653,142495,32905.1,19597,110041,561.44,184.44,3436.5,39552.2,6510.66,8611.98,492.75,5328.96,195.9
138704,79954,113691,54054,34178,103648,2772.98,613.64,4492.5,27488.8,6700.98,27665,1050.75,23230,196.1
100305,61942,106125,21766.7,16066,88790.1,172.84,45.82,1586.25,6556.68,2131.74,8503.56,456.75,1313.52,196.1
99418.7,56474,115372,23474.9,16782,91672.6,454.72,194.3,2743.5,9019.14,3282.24,12409,902.25,2123.94,197.2
103979,60106,113373,52029.1,32058,106363,792.86,243.6,4589.25,44326.6,8101.86,13510.4,808.5,7680.66,197.7
110752,61514,117994,39193.4,26702,96194.3,740.08,406,3867,32540.8,6551.22,29289,782.25,3317.34,198
99964.8,58365,112247,22749.5,16521,90243.3,379.9,66.12,2522.25,19744.1,3979.56,9007.44,550.5,1796.34,198.4
115902,65646,115708,50307.7,31050,106182,733.7,359.6,4902.75,44492.8,8374.08,24875,977.25,5442.84,198.4
68546,39903,112579,18851,14175,87155,99.18,139.78,2091.75,22021.7,3966.3,8733.66,381,1138.02,198.7
84738.2,55178,100645,14276.3,11418,81942,124.12,88.16,1820.25,23253.4,3875.82,2836.08,297,2806.44,198.9
131117,69582,123493,34270.1,24910,90161.5,849.12,178.64,5238.75,65990.3,10551.1,5770.44,756.75,7731.36,199.2
66580.8,42759,102047,25063,18387,89330.8,531.86,328.28,3306,28797.6,5267.34,14365.3,525.75,2791.62,199.5
