"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
262143,240224,6428.72,1208.14,3876.75,6303.96,4036.5,34876.9,1143.75,68501.2,123.3
147997,96230.9,1273.68,305.66,1006.5,2246.4,1092,14150.8,243,11673.5,123.3
262143,262143,10872.1,2128.02,6906,22673,7722,50224.2,1734.75,116495,123.9
241391,163114,8777.72,2329.28,2277,5642.52,5041.14,97201.3,674.25,97611.5,124.2
244289,117800,7295.82,1791.04,1458.75,3004.56,2760.42,67105.7,384.75,86850.7,124.5
262143,226125,7226.8,16731.3,6489,7364.76,6227.52,27602.6,2058,15420.6,125.3
262143,82929.6,1939.52,452.98,1269.75,5128.5,2276.82,32417.6,319.5,20589.7,125.4
262143,262143,23968.5,3866.86,5559.75,11191.4,6403.02,114337,1663.5,262143,125.4
262143,179863,9685.42,4142.94,1816.5,4067.7,7551.96,202685,506.25,102532,125.5
262143,262143,3867.44,3356.46,6952.5,12841.1,9373.26,134272,1920.75,31234.3,125.5
162916,120271,2099.6,696,2469.75,7037.94,2836.08,22018.6,678,20802.6,125.7
230332,101267,2067.12,378.16,1482.75,3797.04,1539.72,10294.4,452.25,20136.5,126
238337,141540,1594.42,694.26,2334.75,14539.2,4092.66,41976.5,500.25,15920.6,126.3
202046,115754,6822.54,19441,2844.75,3049.02,3114.54,27874.1,852,5424.12,126.5
262143,232264,9268.4,1727.82,3565.5,7694.7,3682.38,43209.7,1097.25,108595,126.7
224932,262143,30357.2,7608.44,7638.75,36596.8,16872.2,262143,1903.5,262143,126.9
262143,75323,579.42,226.78,1558.5,3462.42,2013.96,12990.1,387.75,3285.36,127.1
262143,106787,2453.4,1162.32,1911,3402.36,3141.84,52401.2,519,25545,127.1
100288,64835.9,4630.14,10297.9,1137.75,988.26,1109.94,8847.54,353.25,5836.74,127.2
140064,87541.7,1130.42,395.56,1479.75,10184.5,2519.4,28538.6,344.25,16594.5,127.6
262143,259297,23303.2,3894.7,3728.25,10060.4,4640.22,101349,1019.25,262143,127.7
262143,195730,9842.6,21330.7,3662.25,3668.34,4058.34,60801,1145.25,9251.58,128
216657,52259.2,604.36,244.18,1229.25,4033.38,1804.14,14595.4,360.75,6360.12,128.1
262143,262143,16909.3,3365.16,4763.25,9102.6,6048.12,102324,1368,193302,128.2
149590,165745,9865.8,1793.94,3198.75,4272.84,3341.52,49917.7,786.75,105095,128.6
204473,115405,489.52,248.24,1638.75,1840.8,1611.48,11261.6,438,2925.78,128.6
262143,262143,22975,5290.18,6210.75,10110.4,9987.9,178021,2026.5,262143,128.8
183212,164797,4219.5,882.76,2016.75,5456.1,2220.66,17959.5,546,47165,128.9
262143,189488,5363.26,923.94,2712.75,3961.62,3245.58,28726.6,872.25,51471.4,128.9
149692,149110,6275.6,1498.14,2946,9362.34,3361.8,43148.8,759.75,68530,129
193227,204917,12546.6,2410.48,2715,8006.7,3827.46,67456.7,750.75,135552,129.5
158178,49528.4,473.28,194.88,770.25,4545.06,1098.24,9162.66,141,6477.9,129.7
96056.8,112716,4981.62,892.04,1293.75,2140.32,1426.62,21055.3,378,58285.5,129.9
262143,90227.3,1016.74,690.2,1127.25,4294.68,2105.22,38047.6,279.75,11154.8,129.9
212384,149495,7920.48,1731.3,1878.75,2957.76,2421.9,47628.4,568.5,87973.1,130
