"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
155210,130238,4854.6,12450.9,2990.25,3240.9,3192.54,19609.2,1035.75,5206.5,392.1
77373.1,77312,3409.82,9799.68,1291.5,1300.26,1424.28,15823.9,463.5,2091.18,392.7
198066,104809,5331.94,12454.3,1773.75,1896.96,1947.66,24764.2,684.75,3666,393
262143,197371,6022.72,10622.7,4767,5059.08,5135.52,14891.8,1392.75,9903.66,393.1
129229,117743,3837.86,9262.6,2362.5,2854.02,2191.02,10180.6,909,3210.48,394.1
156981,167029,4968.28,11066.4,2486.25,2785.38,2871.96,25573.9,966.75,3342.3,395.5
181795,213673,12033.8,25033.4,6197.25,5492.76,5925.66,28853.8,1846.5,10817,399.7
245738,257035,5684.58,8932,6420.75,6321.12,6714.24,23179.3,2034.75,12420.7,400.8
187518,116360,5602.8,13150.3,3041.25,3413.28,3072.42,14173.4,1021.5,4126.98,401.9
143145,80842.3,3274.68,8618.22,1567.5,1634.1,1653.6,13658.6,562.5,1854.06,405.3
262143,238711,6929.84,16591.5,5070.75,5570.76,5073.12,29882.6,1804.5,6308.64,406.1
173054,135218,5656.16,13447.3,2544.75,2612.22,2581.02,18578,812.25,4168.32,406.8
193274,126281,2293.32,6065.06,1687.5,1799.46,1478.88,10322.5,819.75,2162.94,409.6
122694,154121,3966.04,9050.32,3037.5,3219.84,3268.2,32842.7,1040.25,6534.84,414.2
216222,258771,19778,12246.7,7051.5,8411.52,6893.64,11695.3,2234.25,12211.7,418.9
116047,116112,4612.74,10070.5,3032.25,3434.34,3112.98,27238.4,1050,4707.3,418.9
262143,173466,4454.4,9949.32,4188,3916.38,3720.6,21445.3,1339.5,5177.64,419
108482,134772,2792.12,6670,3135.75,2962.44,2896.14,14983.8,1038.75,3666.78,420.3
149720,107877,3964.3,10166.2,1685.25,1546.74,1399.32,10527.7,588.75,2378.22,425.9
262143,262143,869.42,739.5,9225,121327,19649,26241.5,1359,3829.8,427.2
148067,115488,4790.8,12449.1,2630.25,2850.12,2889.9,23138.7,889.5,3407.82,427.3
262143,160923,7972.1,19336.6,3237.75,3637.14,2944.5,15741.2,1132.5,3427.32,429.6
